"student_id","stress_1","stress_2","stress_3","stress_4","stress_5","stress_6","burnout_1","burnout_2","burnout_3","burnout_4","burnout_5","burnout_6","support_1","support_2","support_3","support_4","support_5","support_6","satisfaction_1","satisfaction_2","satisfaction_3","satisfaction_4"
"S0284",3,3,2,3,4,3,2,3,1,2,2,2,4,4,4,2,3,3,3,3,2,3
"S0285",4,2,3,2,4,3,2,2,3,3,2,2,1,1,1,2,1,2,3,2,4,1
"S0286",4,5,3,2,5,5,4,4,4,4,5,3,,2,3,3,2,1,1,1,3,3
"S0287",4,2,2,2,3,3,3,3,3,2,4,4,3,4,4,4,4,4,4,5,4,4
"S0288",4,3,3,1,4,3,4,3,2,3,3,3,2,3,2,3,2,2,1,2,3,2
"S0289",3,3,4,3,3,3,4,,3,5,5,4,5,4,4,5,5,5,3,4,4,4
"S0290",2,1,2,2,1,2,2,,1,2,4,3,3,3,4,4,3,3,4,5,4,5
"S0291",4,2,4,2,4,4,2,2,2,4,1,1,3,5,4,3,4,3,4,5,4,4
"S0292",2,1,1,4,1,2,2,2,3,2,3,2,5,5,4,4,5,2,3,4,4,4
"S0293",2,2,4,3,3,1,4,3,1,2,4,3,3,3,2,3,3,3,5,3,4,4
"S0294",2,1,2,3,2,3,2,1,1,3,3,2,2,3,3,2,3,1,2,1,2,1
"S0295",5,4,4,2,4,,4,3,3,4,4,5,3,2,3,4,3,3,3,4,3,4
"S0296",5,3,4,3,3,3,4,4,3,4,5,3,3,4,,3,3,2,2,2,2,2
"S0297",5,2,4,2,3,3,2,3,3,3,3,4,1,1,1,1,2,1,3,2,3,3
"S0298",4,4,3,3,5,3,4,4,4,5,5,4,3,3,3,5,3,2,3,2,3,3
"S0299",4,3,3,5,3,3,3,4,2,4,3,2,5,4,4,4,3,2,2,5,3,3
"S0300",3,3,3,2,4,3,1,1,1,2,3,3,3,5,4,4,3,3,3,3,2,3
"S0301",4,5,5,1,4,5,4,5,5,4,5,5,3,3,3,1,2,2,,3,3,2
"S0302",1,4,3,3,3,2,4,4,4,4,5,5,2,2,,2,2,4,4,2,2,3
"S0303",5,4,4,2,3,4,2,3,3,3,3,3,3,3,3,4,4,3,3,5,5,5
"S0304",5,4,5,3,4,5,3,4,3,3,4,4,2,2,4,2,2,4,2,2,5,3
"S0305",3,4,3,4,4,3,3,2,3,4,4,4,3,2,2,3,1,3,3,1,3,2
"S0306",3,5,3,1,4,4,3,4,4,4,3,3,2,4,2,3,2,2,3,2,3,3
"S0307",5,4,5,2,,5,4,5,5,4,5,5,4,3,4,3,,4,3,1,3,2
"S0308",3,5,3,3,5,3,4,4,3,3,4,3,2,1,2,1,2,2,4,1,2,3
"S0309",3,3,2,4,2,2,2,3,3,3,3,1,3,3,4,4,2,4,3,4,4,3
"S0310",2,2,3,5,2,2,1,3,2,2,3,2,3,3,5,4,3,3,3,3,2,3
"S0311",4,4,4,3,4,3,3,2,2,3,,3,3,4,5,5,3,5,3,2,3,2
"S0312",1,2,3,4,2,1,2,3,2,3,2,3,3,5,5,4,4,5,4,,5,5
"S0313",3,3,3,4,3,3,3,4,,4,4,3,4,3,3,3,2,3,1,2,3,2
"S0314",5,3,5,1,5,4,5,3,4,3,4,3,2,3,3,3,1,3,3,4,4,4
"S0315",4,3,4,3,3,3,5,4,4,4,5,4,3,3,2,1,3,3,2,3,2,3
"S0316",4,2,3,4,2,3,2,3,2,3,2,1,3,3,3,4,4,4,4,3,4,5
"S0317",3,2,3,2,2,2,4,3,3,3,3,2,4,3,3,4,3,2,4,3,5,3
"S0318",5,5,4,3,4,4,3,3,3,3,2,2,1,3,2,2,1,2,2,1,2,2
"S0319",4,4,4,2,3,4,2,3,2,5,4,4,3,3,4,4,4,3,3,3,2,4
"S0320",2,3,4,3,2,3,3,3,3,4,5,2,4,5,3,4,4,5,4,,5,3
"S0321",5,,5,2,4,4,3,4,4,4,3,2,3,4,3,5,3,4,3,2,4,4
"S0322",5,4,5,3,4,4,3,4,3,3,3,2,5,5,5,5,5,4,3,3,4,4
"S0323",4,3,3,3,3,3,2,3,2,2,2,2,3,3,3,3,2,4,4,4,5,5
"S0324",4,3,4,3,4,3,2,2,4,4,3,4,2,2,3,3,2,1,3,3,,3
"S0325",3,2,3,4,2,2,1,2,2,4,2,3,4,4,4,4,4,5,4,3,4,3
"S0326",3,4,3,3,4,4,5,5,4,5,4,5,2,3,3,3,4,2,1,1,3,3
"S0327",2,2,4,4,3,2,2,3,2,3,4,3,3,3,3,3,3,3,2,2,4,2
"S0328",2,3,4,2,3,3,3,3,4,4,3,4,2,4,3,2,3,4,2,2,2,3
"S0329",5,3,3,2,5,4,3,2,4,3,4,1,2,2,3,2,2,2,3,1,2,
"S0330",3,3,3,3,5,3,1,2,3,2,3,1,4,2,4,3,3,3,4,2,3,4
"S0331",2,3,1,5,2,1,1,2,,2,3,2,3,4,4,5,5,4,4,5,5,4
"S0332",3,2,4,3,3,3,2,2,2,2,4,2,4,5,3,3,5,5,4,4,3,5
"S0333",5,3,4,2,4,3,3,3,4,4,4,3,4,4,3,4,1,1,3,3,5,4
"S0334",4,3,4,5,2,3,2,3,2,3,2,3,3,3,3,4,2,3,3,4,3,4
"S0335",3,4,4,,4,4,3,2,2,4,4,3,4,4,5,4,3,4,4,4,3,5
"S0336",,3,4,2,4,2,5,4,3,3,3,5,1,1,3,2,2,3,2,2,2,3
"S0337",5,5,5,1,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,2,2,4
"S0338",3,3,4,3,3,4,2,4,2,,3,3,4,3,4,4,3,3,3,4,4,4
"S0339",3,1,2,2,3,3,2,2,3,3,2,3,4,4,4,4,4,4,4,3,4,3
"S0340",3,3,3,3,4,2,3,3,2,4,2,3,4,5,5,3,,3,3,4,4,3
"S0341",3,2,3,4,2,3,2,2,1,1,2,4,5,5,4,4,4,4,3,4,3,3
"S0342",5,4,4,2,4,4,1,4,3,2,3,2,3,3,3,2,3,2,3,2,3,2
"S0343",4,5,4,2,5,4,3,4,3,4,4,4,2,1,3,1,3,1,1,1,2,3
"S0344",4,3,4,3,4,4,2,3,2,4,3,4,3,4,5,4,4,3,3,3,3,2
"S0345",5,4,4,2,4,4,3,2,2,3,4,3,1,3,3,4,2,3,3,3,3,4
"S0346",2,3,4,4,3,3,3,4,4,4,5,4,4,4,5,3,4,5,2,2,1,2
"S0347",4,3,3,3,3,3,4,3,4,3,4,3,2,2,2,2,1,1,2,3,3,2
"S0348",3,3,4,3,2,4,2,4,1,2,2,2,3,3,4,4,4,4,4,3,4,3
"S0349",2,1,1,4,2,,2,1,,1,1,1,4,3,5,4,3,4,5,3,4,5
"S0350",3,3,3,3,,4,1,1,2,3,2,2,3,4,2,3,3,2,4,4,3,4
"S0351",2,3,2,5,2,3,2,3,1,4,2,2,5,4,5,4,2,3,5,4,5,4
"S0352",4,3,4,2,3,3,4,4,3,3,4,4,3,4,4,3,3,3,1,3,4,3
"S0353",4,4,4,3,4,4,2,2,2,3,3,3,4,4,3,4,2,4,2,3,4,4
"S0354",2,3,3,4,2,3,4,5,3,5,4,3,1,2,2,3,2,3,3,3,4,3
"S0355",3,3,4,3,4,3,2,1,2,4,2,3,3,5,4,4,3,3,3,2,5,3
"S0356",4,3,4,2,4,4,4,4,4,5,4,4,3,3,4,3,4,3,3,2,3,3
"S0357",1,2,3,3,3,1,2,2,1,3,3,3,5,4,4,3,3,4,4,3,4,3
"S0358",4,4,4,2,4,4,3,3,2,3,3,3,2,2,4,3,2,3,2,2,3,3
"S0359",3,2,3,3,2,2,,3,2,4,3,3,3,4,5,4,4,5,4,3,3,5
"S0360",3,4,3,3,4,3,3,2,3,4,5,4,3,5,4,3,4,5,2,4,4,5
"S0361",3,3,3,2,,3,,2,3,3,3,3,3,4,5,2,2,3,2,2,3,3
"S0362",2,3,2,3,2,2,2,2,1,2,2,3,4,4,3,4,3,4,5,5,5,4
"S0363",2,2,3,4,4,4,3,2,1,2,2,3,3,3,2,2,2,3,4,4,3,4
"S0364",,2,2,4,2,4,2,4,3,4,4,4,5,5,5,5,4,5,4,3,2,3
"S0365",5,3,5,2,5,3,3,4,3,3,3,4,1,3,3,2,1,2,2,3,4,4
"S0366",2,3,2,4,1,3,2,2,2,3,2,2,5,5,5,5,5,4,5,4,5,4
"S0367",2,3,1,4,3,3,2,2,1,3,2,1,4,4,5,4,3,4,5,4,4,4
"S0368",4,3,4,4,4,3,2,2,2,1,3,4,3,3,3,1,2,3,1,2,3,2
"S0369",3,1,2,3,2,1,1,2,1,,3,1,3,4,3,2,3,3,4,5,5,5
"S0370",2,2,3,3,2,2,4,5,3,5,3,5,4,4,5,4,4,4,4,4,4,4
"S0371",3,3,3,3,4,4,3,1,2,4,2,4,3,4,2,4,2,4,3,2,3,4
"S0372",4,3,4,3,3,3,4,4,3,4,4,4,4,3,5,4,2,3,4,4,3,3
"S0373",3,3,3,3,3,4,3,4,4,4,2,4,3,4,4,3,2,4,4,4,4,4
"S0374",2,2,4,3,3,2,2,2,2,3,2,2,5,4,5,4,4,5,3,4,3,3
"S0375",3,4,4,4,4,2,3,3,2,3,4,3,1,2,3,3,2,2,3,2,4,3
"S0376",4,3,4,3,5,3,4,3,2,2,2,4,1,2,1,2,1,2,3,4,3,3
"S0377",2,4,4,2,3,3,2,,2,4,3,3,3,3,4,4,2,3,5,5,4,4
"S0378",3,3,4,1,4,4,3,1,2,2,3,4,1,3,2,2,3,3,4,3,4,3
"S0379",4,3,3,2,3,5,3,4,3,2,4,3,4,4,4,4,5,4,2,4,2,3
"S0380",5,5,4,2,3,4,3,5,4,4,3,3,4,3,5,,4,3,3,4,2,3
"S0381",4,5,5,3,4,5,5,4,4,4,3,4,2,3,4,3,3,3,4,3,3,3
"S0382",3,2,2,2,3,3,1,1,2,1,3,2,4,4,4,3,3,4,5,5,4,3
"S0383",3,4,3,5,2,3,1,1,1,2,3,2,3,4,4,3,4,3,4,4,5,4
"S0384",3,4,5,4,3,2,2,3,2,3,4,2,3,,3,4,1,2,3,3,3,2
"S0385",2,3,3,3,4,4,3,3,2,3,4,3,1,1,3,1,1,2,2,2,1,2
"S0386",3,4,3,1,2,4,3,,3,5,3,3,4,4,4,3,3,2,2,3,3,4
"S0387",3,3,,4,4,1,2,3,2,5,4,3,3,4,3,3,1,3,4,3,5,5
"S0388",3,1,2,4,1,2,2,2,1,1,2,1,4,4,3,4,4,3,4,3,5,4
"S0389",5,3,5,1,4,2,4,5,3,4,3,5,4,4,3,5,4,4,4,4,3,4
"S0390",2,3,4,4,3,4,2,4,2,4,2,3,4,5,4,3,4,3,3,4,4,3
"S0391",3,2,2,3,2,2,3,2,2,2,4,2,3,3,4,2,2,5,3,2,3,3
"S0392",3,3,4,3,3,,1,4,2,4,2,3,4,4,5,5,3,2,4,4,4,5
"S0393",5,4,3,1,4,3,2,3,4,2,4,3,4,2,3,4,3,4,3,4,3,3
"S0394",5,5,5,2,5,4,5,3,4,2,2,3,2,3,3,3,2,3,2,2,3,2
"S0395",3,4,4,1,4,2,3,3,4,5,5,3,3,2,2,3,3,2,1,1,3,3
"S0396",4,4,3,2,4,4,3,4,3,4,4,4,3,3,3,4,4,3,3,2,1,4
"S0397",2,2,3,3,3,3,2,,2,3,3,2,4,4,4,4,5,4,4,5,5,5
"S0398",3,3,3,3,2,3,4,4,3,5,4,4,4,5,4,5,4,4,4,3,2,3
"S0399",3,3,3,5,3,2,4,4,1,3,4,4,4,4,4,4,4,4,2,,3,2
"S0400",4,4,4,3,3,4,2,3,3,3,4,2,4,4,3,3,3,4,3,3,5,3
"S0401",,3,3,4,3,4,2,4,2,4,4,3,4,3,2,2,3,3,3,4,4,4
"S0402",4,2,3,3,4,5,4,3,3,3,3,4,4,4,3,,4,3,2,2,2,3
"S0403",4,4,5,2,3,3,4,3,4,3,5,3,2,3,3,3,3,2,1,2,1,3
"S0404",3,3,3,5,4,2,2,4,2,3,4,2,3,4,4,4,2,3,3,4,5,5
"S0405",4,5,5,3,5,4,3,3,2,2,3,3,4,4,4,5,4,5,3,4,3,3
"S0406",5,3,4,3,5,4,3,3,3,5,3,3,2,2,3,1,2,1,2,3,1,2
"S0407",3,2,4,4,3,3,1,2,2,1,3,3,3,2,3,3,3,3,3,3,5,2
"S0408",1,,1,4,1,3,2,2,1,1,2,2,4,5,5,4,4,4,5,3,5,4
"S0409",3,3,,3,2,2,3,2,2,3,3,3,2,3,2,2,2,2,3,4,3,4
"S0410",4,2,4,2,5,4,3,4,3,4,4,3,3,2,2,3,2,2,3,3,3,2
"S0411",3,4,3,2,3,3,3,4,4,4,4,4,3,5,4,4,3,3,3,4,4,3
"S0412",4,3,4,3,5,,3,3,4,3,3,5,2,3,4,4,4,4,2,3,5,2
"S0413",3,3,4,4,3,3,,3,3,4,4,3,3,4,5,3,4,5,3,5,4,3
"S0414",4,4,4,2,4,4,4,4,3,4,5,3,3,4,3,4,2,2,3,4,2,2
"S0415",3,2,4,4,4,4,5,4,3,3,4,3,3,3,4,4,3,2,2,3,3,4
"S0416",5,4,,1,5,4,3,4,4,3,4,4,2,3,2,1,1,3,2,2,2,2
"S0417",,3,3,3,3,3,3,3,3,2,2,2,5,5,5,5,5,5,3,4,4,5
"S0418",3,4,4,4,3,3,3,3,3,2,4,3,2,1,1,3,1,2,2,3,5,5
"S0419",4,3,3,3,3,4,3,4,4,4,4,5,3,5,3,3,3,3,2,3,2,4
"S0420",3,3,4,3,4,5,3,3,4,4,,4,2,2,1,3,1,2,2,2,2,2
"S0421",3,3,4,1,3,3,3,3,4,4,,4,4,3,4,3,4,4,3,3,3,4
"S0422",3,2,3,5,2,2,3,3,2,3,4,3,3,3,3,3,3,3,2,3,3,4
"S0423",3,2,4,4,3,3,3,5,2,3,3,3,4,3,3,5,3,4,2,4,4,3
"S0424",4,,4,2,4,4,3,3,2,4,3,3,3,4,3,3,2,2,2,1,2,2
"S0425",3,2,3,3,3,1,1,2,3,4,4,1,4,3,4,4,4,2,1,2,2,2
"S0426",3,2,2,3,2,3,1,3,1,2,2,3,2,4,4,4,3,3,5,5,4,5
"S0427",3,2,1,3,2,3,2,1,2,2,3,2,4,3,4,3,2,4,2,3,3,3
"S0428",4,2,4,3,2,1,3,3,2,3,4,4,3,3,4,4,2,3,2,2,2,3
"S0429",3,2,4,3,3,3,2,3,2,2,2,3,5,5,5,5,3,3,3,3,4,4
"S0430",1,3,4,3,3,3,2,3,3,4,4,4,2,2,3,3,2,2,4,3,2,3
"S0431",2,2,2,2,2,3,1,3,2,3,2,3,4,4,5,4,4,3,3,4,3,5
"S0432",5,3,4,4,2,2,4,3,2,3,3,3,3,3,3,4,1,3,3,3,3,2
"S0433",3,3,5,3,5,3,4,5,4,3,3,4,3,4,3,3,3,4,3,,2,4
"S0434",3,4,4,2,3,3,5,4,4,5,4,3,2,2,1,1,2,1,3,2,1,3
"S0435",4,2,4,3,3,3,3,3,3,4,2,2,3,5,4,4,4,5,2,2,2,2
"S0436",4,3,3,3,3,3,2,2,3,3,3,3,2,3,5,2,1,3,4,4,4,3
"S0437",4,4,4,2,4,4,4,3,4,5,5,4,2,4,3,3,3,3,,4,4,4
"S0438",1,1,3,3,,2,3,1,2,2,3,3,3,4,4,5,,4,4,3,4,3
"S0439",4,3,3,3,3,1,2,3,3,4,3,2,3,3,3,4,2,3,4,3,4,4
"S0440",3,3,2,2,3,3,1,1,2,3,2,1,4,3,4,4,5,3,4,4,5,3
"S0441",4,2,3,4,3,3,3,3,4,4,2,4,4,3,4,2,4,4,3,2,3,3
"S0442",3,3,2,4,3,2,3,4,2,4,4,4,4,4,5,3,,4,4,4,3,4
"S0443",4,4,2,2,3,4,3,3,3,3,3,4,4,5,5,4,4,3,3,3,3,4
"S0444",3,3,2,3,2,3,3,2,2,2,3,2,4,3,4,3,4,4,4,4,5,4
"S0445",3,2,4,3,3,3,3,3,2,3,3,3,5,3,4,4,,4,4,3,3,4
"S0446",3,4,5,2,5,4,5,5,4,,3,3,1,3,3,3,2,3,3,2,2,2
"S0447",2,3,4,3,4,3,3,5,3,3,4,4,4,5,5,3,3,4,3,2,4,3
"S0448",2,3,3,3,3,2,3,3,3,3,3,2,4,4,5,4,3,3,4,4,4,5
"S0449",3,4,5,4,5,3,3,4,5,5,5,5,3,3,4,4,5,4,3,3,3,2
"S0450",3,2,3,5,1,2,2,1,1,1,2,3,4,4,3,4,3,3,4,4,3,3
"S0451",5,5,5,3,4,3,4,4,4,4,5,5,4,3,4,3,2,3,3,2,3,3
"S0452",4,2,3,1,4,3,4,,4,4,5,,2,3,2,3,3,3,3,3,3,4
"S0453",3,1,1,5,2,1,1,1,1,2,2,2,4,4,5,4,3,4,4,4,5,4
"S0454",3,4,5,1,5,4,3,3,,4,4,3,3,4,4,3,3,5,,3,3,2
"S0455",4,4,3,1,,4,3,4,1,5,4,4,3,4,3,4,4,4,5,4,4,3
"S0456",4,4,2,5,3,5,2,3,4,3,3,3,2,1,1,2,1,1,2,3,3,3
"S0457",3,4,3,2,3,4,3,4,2,4,2,3,3,4,4,4,2,2,4,2,2,4
"S0458",3,,3,3,3,4,4,5,2,3,4,3,3,5,5,3,3,3,3,4,2,4
"S0459",3,2,3,3,3,3,2,2,2,3,3,2,4,4,4,5,3,3,2,1,3,3
"S0460",4,3,4,4,3,2,1,1,3,1,2,1,3,4,4,3,4,2,4,4,4,4
"S0461",4,3,3,3,4,2,2,4,2,5,2,3,4,4,4,3,3,4,2,2,3,3
"S0462",2,1,2,2,2,1,2,3,1,4,2,4,2,4,4,3,3,4,3,3,3,4
"S0463",3,1,3,4,3,3,3,3,1,2,3,2,5,4,4,3,4,3,3,4,4,4
"S0464",3,2,2,3,1,2,1,3,2,3,2,2,2,4,3,4,3,3,3,4,4,4
"S0465",5,4,4,2,4,4,5,5,4,,4,5,2,2,2,3,2,3,2,2,2,2
"S0466",4,4,5,3,4,5,3,3,3,3,5,3,5,4,5,4,4,5,3,4,4,3
"S0467",3,3,4,3,2,3,2,3,2,4,3,3,4,2,4,3,3,4,3,2,3,3
"S0468",3,1,1,5,2,1,2,3,2,3,1,1,,4,4,4,4,3,3,2,4,4
"S0469",3,2,3,2,3,3,2,3,2,3,2,3,3,4,5,4,4,4,3,4,4,4
"S0470",5,4,5,3,5,3,4,5,5,3,4,4,4,4,5,3,4,3,2,3,3,1
"S0471",3,4,2,4,4,2,4,3,4,3,5,4,2,3,4,3,3,4,4,4,4,4
"S0472",2,1,3,4,2,3,1,2,1,4,3,2,4,4,5,5,5,4,5,5,4,5
"S0473",4,3,,3,4,2,3,3,3,3,5,5,5,3,5,5,4,4,4,4,5,3
"S0474",4,4,2,2,3,4,4,4,5,4,5,5,1,,2,1,1,2,3,2,3,3
"S0475",4,3,4,4,4,2,4,4,4,3,5,3,3,3,3,3,2,3,3,3,2,2
"S0476",5,3,4,2,4,3,3,5,2,5,4,4,4,4,5,4,3,5,4,5,3,5
"S0477",3,3,4,3,5,5,3,2,3,3,3,2,1,2,3,3,2,3,2,1,4,1
"S0478",3,3,4,4,3,4,4,5,4,4,5,4,3,5,4,4,3,5,3,4,5,5
"S0479",4,3,4,1,5,3,3,3,4,3,4,4,3,3,4,3,3,3,2,4,5,4
"S0480",4,2,3,4,3,2,2,2,2,3,2,4,1,2,2,3,,2,2,3,3,2
"S0481",3,4,4,2,4,2,3,3,3,4,4,3,4,3,3,3,2,2,3,2,1,3
"S0482",4,4,3,4,4,4,4,3,2,5,4,3,3,4,4,2,3,3,2,3,2,3
"S0483",3,3,1,4,2,4,2,2,1,2,1,3,3,4,4,3,3,4,4,4,4,3
"S0484",3,4,4,3,3,2,2,2,2,3,4,3,4,5,5,4,5,3,3,4,3,3
"S0485",4,2,4,4,4,3,3,3,2,5,5,4,5,4,4,4,2,3,2,2,4,3
"S0486",2,3,1,4,1,2,2,3,1,4,3,2,2,3,3,3,3,3,3,3,3,3
"S0487",2,1,2,4,2,2,1,2,1,2,2,2,3,4,5,5,4,4,3,4,4,4
"S0488",3,2,2,2,4,2,3,3,1,4,3,2,3,3,5,3,3,3,3,2,3,3
"S0489",,3,5,3,5,,4,3,3,4,4,5,2,3,3,3,2,3,3,2,4,4
"S0490",3,1,3,2,3,3,1,2,2,2,3,1,5,2,5,4,3,2,4,5,4,5
"S0491",3,1,1,3,3,3,1,3,2,2,3,2,,2,4,3,3,3,5,4,4,3
"S0492",4,5,5,1,5,5,4,5,4,5,5,4,2,2,3,3,3,1,2,2,4,3
"S0493",4,3,3,2,3,,4,3,3,3,4,4,4,3,2,3,3,3,5,3,4,3
"S0494",5,3,4,3,5,4,3,4,4,5,4,3,3,4,3,4,3,3,3,4,3,4
"S0495",5,3,5,1,4,3,3,3,3,4,3,3,3,5,3,3,3,4,4,4,3,3
"S0496",4,3,,,5,3,3,2,3,4,4,3,4,3,5,5,3,4,2,3,2,2
"S0497",4,1,3,3,2,3,4,4,2,3,1,4,5,4,5,4,5,4,5,5,3,5
"S0498",4,3,5,2,5,3,3,4,3,4,4,3,3,3,5,4,3,3,3,2,3,4
"S0499",3,3,4,2,3,3,2,3,2,3,2,,3,4,4,4,3,4,4,3,5,4
"S0500",2,3,4,2,3,2,3,2,,5,5,4,3,3,4,4,4,2,2,2,1,2
"S0501",3,4,2,4,2,2,2,1,1,2,2,1,2,2,4,2,2,3,3,4,4,3
"S0502",3,4,5,2,3,4,3,3,3,2,3,3,2,4,5,3,3,2,2,2,2,2
"S0503",4,3,4,4,3,3,2,4,3,2,3,2,4,4,4,2,3,5,3,5,4,3
"S0504",1,1,2,5,1,3,3,2,,4,2,3,2,2,3,2,4,4,4,5,3,4
"S0505",3,4,3,4,3,4,4,3,2,4,4,3,3,4,4,3,2,2,4,3,4,4
"S0506",5,5,5,1,5,5,4,4,4,4,4,5,2,3,2,,1,2,4,4,3,4
"S0507",3,4,3,2,2,3,2,3,2,1,2,2,1,2,2,3,2,2,3,5,3,5
"S0508",3,3,4,2,3,3,4,3,3,4,5,4,4,4,4,4,3,3,4,4,4,3
"S0509",2,3,2,3,2,,3,4,2,3,1,3,5,3,4,4,5,5,4,5,3,4
"S0510",2,4,5,4,2,3,3,5,4,4,3,4,2,4,4,2,3,2,4,4,4,3
"S0511",3,3,4,3,2,3,2,3,2,3,3,4,3,4,4,3,4,,4,4,4,3
"S0512",3,5,3,3,3,4,4,3,3,3,4,3,3,1,2,2,1,2,3,2,3,3
"S0513",1,1,2,3,1,2,1,1,1,3,3,,5,4,5,3,3,5,3,4,5,5
"S0514",4,3,3,3,4,4,2,3,3,4,4,3,3,4,3,3,3,2,4,4,4,3
"S0515",3,2,1,2,2,1,2,4,2,1,2,2,3,3,3,3,2,3,3,,4,5
"S0516",3,3,2,4,3,3,2,3,2,3,2,3,2,2,2,3,2,3,3,3,3,3
"S0517",3,2,2,3,4,2,2,2,2,2,3,1,2,2,4,4,2,4,3,3,3,3
"S0518",3,4,3,2,3,4,2,3,4,4,2,3,1,2,2,3,2,4,4,3,3,4
"S0519",3,3,2,5,3,2,1,4,2,3,2,3,5,5,5,4,4,5,4,3,3,3
"S0520",5,4,3,1,4,4,4,3,4,4,4,5,2,3,3,2,2,3,3,2,3,2
"S0521",5,4,5,1,5,5,4,4,4,5,4,5,1,1,3,2,2,2,2,3,2,2
"S0522",3,5,,3,3,4,3,4,2,4,4,3,4,4,4,3,3,3,5,5,3,4
"S0523",4,4,4,3,4,3,3,4,3,5,5,5,2,4,4,4,3,4,3,3,4,3
"S0524",4,4,5,4,5,4,3,3,2,4,3,3,2,1,4,3,3,,4,4,5,
"S0525",4,3,3,3,3,2,2,4,1,2,2,2,3,3,1,3,3,1,2,2,2,2
"S0526",3,1,3,3,1,,2,2,3,2,3,3,4,5,5,4,3,4,4,4,4,3
"S0527",4,4,3,3,4,3,2,2,2,2,3,3,3,3,3,2,3,2,4,3,4,3
"S0528",5,5,4,,5,5,5,4,4,4,4,5,2,2,2,,2,2,4,2,3,3
"S0529",3,3,4,4,4,3,4,3,3,4,4,3,,5,5,5,5,5,3,4,3,5
"S0530",4,3,3,4,4,3,3,2,2,4,4,3,4,3,4,3,3,3,3,3,2,5
"S0531",4,2,4,1,4,3,4,4,3,5,5,4,3,4,3,2,2,3,3,4,2,3
"S0532",1,3,1,3,2,,1,2,2,2,3,1,3,3,3,4,3,3,4,3,5,5
"S0533",4,3,4,3,,3,2,2,3,4,2,3,3,3,5,3,4,3,3,4,3,3
"S0534",1,3,3,4,3,2,1,2,1,2,1,2,3,5,4,3,3,,3,3,4,3
"S0535",3,2,2,4,3,3,3,2,4,3,4,,2,3,2,2,2,3,4,2,3,3
"S0536",4,4,3,4,3,2,3,4,2,2,4,4,4,4,4,2,4,4,4,3,1,2
"S0537",2,4,2,2,2,3,3,2,2,2,3,3,3,3,3,4,3,,5,5,4,5
"S0538",3,3,4,3,3,3,2,2,3,4,4,3,3,3,4,1,3,3,3,3,4,
"S0539",5,3,5,1,5,5,3,4,5,5,4,3,2,3,3,3,2,2,2,3,3,1
"S0540",3,3,4,3,2,2,3,3,3,2,2,3,3,4,3,4,3,5,4,5,4,5
"S0541",2,3,4,3,2,4,4,5,4,2,3,4,4,5,4,5,5,4,5,2,4,4
"S0542",3,3,4,3,2,1,1,3,3,1,2,2,3,4,4,5,3,4,3,3,4,3
"S0543",4,2,4,2,4,3,2,2,3,3,3,4,3,3,3,2,3,3,3,3,2,
"S0544",3,4,4,3,,4,3,3,2,3,4,4,3,3,2,1,2,1,4,3,3,3
"S0545",3,2,4,3,3,4,3,4,2,3,2,2,3,5,3,4,4,5,2,2,2,3
"S0546",3,4,,2,4,4,4,3,4,3,2,4,4,3,3,3,4,4,4,3,3,4
"S0547",5,3,4,1,4,5,3,3,2,4,3,3,3,5,4,5,4,5,3,3,3,3
"S0548",3,4,2,3,3,3,3,3,3,3,4,4,2,5,3,4,4,4,4,5,4,3
"S0549",3,3,4,2,4,4,4,4,4,4,5,4,4,4,4,3,3,5,2,3,2,3
"S0550",3,2,3,3,1,2,3,2,2,2,2,2,3,2,2,3,4,3,3,4,3,3
"S0551",4,3,5,3,4,5,2,4,3,4,4,3,2,4,2,4,2,2,4,3,2,3
"S0552",5,3,4,3,,3,4,4,2,4,4,3,3,3,3,2,3,3,2,3,2,3
"S0553",4,4,4,2,4,4,4,4,3,4,4,5,3,3,3,5,4,4,3,2,3,5
"S0554",3,2,4,3,3,4,3,3,1,3,4,2,5,5,4,4,,5,2,2,4,4
"S0555",3,3,3,4,3,3,3,1,2,3,4,2,1,3,3,2,1,2,1,3,2,1
"S0556",2,1,2,4,2,2,3,3,1,3,4,3,3,4,3,2,3,2,3,3,3,2
"S0557",5,4,2,2,4,2,4,3,2,4,4,2,1,2,1,1,2,2,2,2,2,2
"S0558",4,3,3,3,3,2,,3,3,3,4,4,2,1,2,2,2,2,3,3,2,3
"S0559",3,2,3,3,3,1,4,4,4,4,4,4,3,4,3,2,4,4,2,2,2,2
"S0560",4,5,4,2,5,3,3,3,5,4,4,2,2,1,3,2,2,3,2,3,3,2
"S0561",2,2,4,4,2,2,1,2,2,3,3,2,3,3,5,4,3,4,3,2,3,5
"S0562",5,3,4,4,3,4,4,3,3,5,3,4,3,3,3,4,3,2,2,3,3,3
"S0563",5,4,5,3,4,5,3,,2,5,3,5,3,3,3,,3,4,3,2,3,4
"S0564",4,4,4,4,4,3,3,4,3,4,4,3,2,2,2,3,1,2,2,3,2,3
"S0565",5,5,5,1,5,5,3,5,3,4,3,5,3,3,2,3,2,3,2,2,2,4
"S0566",3,3,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3
"S0567",4,3,4,2,5,4,3,,3,4,3,3,3,2,3,4,2,2,3,4,3,2
"S0568",5,4,3,3,4,4,4,4,4,4,4,5,4,4,5,5,4,4,2,3,4,4
